-1.185630603300561159e+00, -8.788861516220543457e-01
1.297345446583585815e+00, -1.047089689368911247e-01
3.529784980519920445e-01, 1.991389626124287826e+00
-1.806294713918091999e+00, -8.389019966846509746e-01
-4.786002519685363721e-01, -6.439819596460654605e-01
2.251436537097151103e+00, -7.343512756185173296e-01
-2.726679243393074170e+00, 2.805930082725455765e+00
-6.289126288561772582e-01, 2.586786088973786679e+00
1.565936258705534057e+00, 1.404053897878877111e+00
-7.667404022651017392e-01, 5.861863991748559766e-01

